,reaction,name,notes,annotation,gpr,subunit_mw,subunit_num,reaction_mw_not_condider_subunit,reaction_mw_condider_subunit,smoment_no_adj_kcat,smoment_adj_kcat,kcat_in_vitro,kapp,kcat_zhaoxin,kcat_GO,kcat_ec_model,kcat_GO_change_type,kcat_zhao_change_type,model_ori_fluxes,ECMpy_fluxes,model_gecko_no_adj_fluxes,model_gecko_adj_fluxes,model_gecko_no_adj_subunit_fluxes,model_gecko_adj_subunit_fluxes,model_smoment_no_adj_fluxes,model_smoment_adj_fluxes,model_smoment_no_adj_subunit_fluxes,model_smoment_adj_subunit_fluxes
SADH,2.0 h2o_c + 2.0 h_c + sucarg_c --> co2_c + 2.0 nh4_c + sucorn_c,Succinylarginine dihydrolase,,"OrderedDict([('bigg.reaction', 'SADH'), ('biocyc', 'META:SUCCARGDIHYDRO-RXN'), ('ec-code', '3.5.3.23'), ('kegg.reaction', 'R04189'), ('metanetx.reaction', 'MNXR104239'), ('rhea', ['19533', '19534', '19535', '19536']), ('sbo', 'SBO:0000375')])",b1745,49.29856,2,49.2986,98.5971,,,33.97921312,17.4214089,33.97921311,33.97921311,17.4214089,,,0,0,0,0,0,0,0,0,0,0
GLYCLTDy,glx_c + h_c + nadph_c --> glyclt_c + nadp_c,Glycolate dehydrogenase (NADP),,"OrderedDict([('bigg.reaction', 'GLYCLTDy'), ('ec-code', '1.1.1.79'), ('kegg.reaction', 'R00465'), ('metanetx.reaction', 'MNXR100332'), ('rhea', ['10992', '10993', '10994', '10995']), ('sbo', 'SBO:0000375')])",b1033 or b3553,35.34342 or 35.3955 ,1 or 2 ,35.3434,35.3434,94249.86,94249.86,14.58957205,17.3990068,14.58957205,14.58957205,17.3990068,,,0,0,0,0,0,0,0,0,0,0
MLDCP2App,h2o_p + murein5p5p_p --> alaala_p + murein5p3p_p,"Murein L,D-carboxypeptidase (murein5p5p) (periplasm)",,"OrderedDict([('bigg.reaction', 'MLDCP2App'), ('ec-code', '3.4.17.13'), ('metanetx.reaction', 'MNXR101613'), ('sbo', 'SBO:0000375')])",b0925 or b1678 or b1113 or b0819 or b1990,67.812 or 36.082 or 34.636 or 34.636 or 34.411 ,1 or 1 or 1 or 1 or 1 ,34.411,34.411,160,160,13.52786077,17.15871469,13.52786077,13.52786077,17.15871469,,,0,0,0,0,0,0,0,0,0,0
GLYCK2,atp_c + glyc__R_c --> 2pg_c + adp_c + h_c,Glycerate kinase,,"OrderedDict([('bigg.reaction', 'GLYCK2'), ('biocyc', 'META:GKI-RXN'), ('ec-code', ['2.7.1.165', '2.7.1.31']), ('kegg.reaction', 'R08572'), ('metanetx.reaction', 'MNXR100329'), ('rhea', ['27377', '27378', '27379', '27380']), ('sbo', 'SBO:0000375')])",b3124,39.10434,1,39.1043,39.1043,194.8615385,194.8615385,17.86303658,17.15146118,17.86303658,17.86303658,17.15146118,,,0,0,0,0,0,0,0,0,0,0
PROD3,pro__L_c + q8_c --> 1pyr5c_c + h_c + q8h2_c,Proline dehydrogenase (q8),,"OrderedDict([('bigg.reaction', 'PROD3'), ('sbo', 'SBO:0000375')])",b1014,143.81516,2,143.8152,287.6303,,,9.463551287,17.11327958,9.463551286,9.463551286,17.11327958,,,0,0,0,0,0,0,0,0,0,0
ENO_reverse,h2o_c + pep_c --> 2pg_c,,"OrderedDict([('reflection', 'ENO')])",,b2779,45.65495,2,45.655,91.3099,65.09481478,64.06122167,28.83131384,14.41036694,28.83131383,28.83131383,17.035,,,0,0,0,0,0,0,0,0,0,0
SHKK,atp_c + skm_c --> adp_c + h_c + skm5p_c,Shikimate kinase,,"OrderedDict([('bigg.reaction', 'SHKK'), ('biocyc', 'META:SHIKIMATE-KINASE-RXN'), ('ec-code', '2.7.1.71'), ('kegg.reaction', 'R02412'), ('metanetx.reaction', 'MNXR104379'), ('rhea', ['13121', '13122', '13123', '13124']), ('sbo', 'SBO:0000375')])",b3390 or b0388,19.53805 or 19.15083 ,1 or 1 ,19.1508,19.1508,42.48888889,39.52994859,47.39301683,17.01726647,47.39301683,47.39301683,17.01726647,,,0.334240301,0.269605938,0,0,0,0,0.333999527,0.333999527,0.142538053,0.223214045
UAGPT3,uacgam_c + uagmda_c --> h_c + uaagmda_c + udp_c,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,,"OrderedDict([('bigg.reaction', 'UAGPT3'), ('ec-code', '2.4.1.227'), ('metanetx.reaction', 'MNXR105037'), ('sbo', 'SBO:0000375')])",b0090,37.81473,1,37.8147,37.8147,2.198888889,2.198888889,9.527853837,17,9.527853836,9.527853836,17,,,0.024369999,0.019657403,0.022705261,0.024352442,0.010398106,0.016279185,0.024352443,0.024352443,0.010392679,0.016274895
L_LACD3,lac__L_c + mqn8_c --> mql8_c + pyr_c,L-Lactate dehydrogenase (menaquinone),,"OrderedDict([('bigg.reaction', 'L_LACD3'), ('ec-code', '1.1.2.3'), ('metanetx.reaction', 'MNXR101275'), ('sbo', 'SBO:0000375')])",( b0308 and b0306 and b0307 ) or b3605,( 25.21271 and 26.00429 and 53.0519 ) or 42.72819 ,( 1 and 1 and 1 ) or 1 ,42.7282,42.7282,169.05,169.05,15.92510136,16.9591783,15.92510136,15.92510136,16.9591783,,,0,0,0,0,0,0,0,0,0,0
ME1,mal__L_c + nad_c --> co2_c + nadh_c + pyr_c,Malic enzyme (NAD),,"OrderedDict([('bigg.reaction', 'ME1'), ('biocyc', 'META:1.1.1.39-RXN'), ('ec-code', ['1.1.1.38', '1.1.1.39']), ('kegg.reaction', 'R00214'), ('metanetx.reaction', 'MNXR101446'), ('rhea', ['12653', '12654', '12655', '12656']), ('sbo', 'SBO:0000375')])",b1479,63.19733,4,63.1973,252.7893,131.1773333,131.1773333,25.6831778,16.92780566,25.6831778,25.6831778,16.92780566,,,0,0,0,0,0,0,0,0,0,0
G3PD5,glyc3p_c + q8_c --> dhap_c + q8h2_c,Glycerol-3-phosphate dehydrogenase (ubiquinone-8),,"OrderedDict([('bigg.reaction', 'G3PD5'), ('metanetx.reaction', 'MNXR99880'), ('rhea', ['28751', '28752', '28753', '28754']), ('sbo', 'SBO:0000375')])",( b2242 and b2243 and b2241 ) or b3426,( 45.35724 and 44.10804 and 58.95825 ) or 56.75054 ,( 1 and 1 and 1 ) or 2 ,56.7505,113.5011,,,33.3,16.7572722,33.3,33.3,16.7572722,,,0,0,0,0,0,0,0,0,0,0
FCI_reverse,fcl__L_c --> fuc__L_c,,"OrderedDict([('reflection', 'FCI')])",,b2802,64.97667,6,64.9767,389.86,0.1055,0.1055,11.80157617,16.70142555,11.80157618,11.80157618,16.70142555,,,0,0,0,0,0,0,0,0,0,0
MAN6PI_reverse,f6p_c --> man6p_c,,"OrderedDict([('reflection', 'MAN6PI')])",,b1613,42.84995,1,42.85,42.85,17196.606,17196.606,82.06496212,16.65210249,82.06496211,82.06496211,16.65210249,,,0,0,0,0,0,0,0,0,0,0
UDPG4E_reverse,udpgal_c --> udpg_c,,"OrderedDict([('reflection', 'UDPG4E')])",,b0759,37.26511,2,37.2651,74.5302,246.1454545,246.1454545,960,16.55161013,960,960,16.55161013,,,0,0,0,0,0,0,0,0,0,0
RBK,atp_c + rib__D_c --> adp_c + h_c + r5p_c,Ribokinase,,"OrderedDict([('bigg.reaction', 'RBK'), ('ec-code', '2.7.1.15'), ('metanetx.reaction', 'MNXR103431'), ('sbo', 'SBO:0000375')])",b3752,32.29052,2,32.2905,64.581,16.70857143,16.70857143,26.57354112,16.48643162,26.57354112,26.57354112,16.48643162,,,0,0,0,0,0,0,0,0,0,0
GGPTRCO,ggptrc_c + h2o_c + o2_c --> ggbutal_c + h2o2_c + nh4_c,Gamma glutamyl putrescine oxidase,,"OrderedDict([('bigg.reaction', 'GGPTRCO'), ('metanetx.reaction', 'MNXR100131'), ('sbo', 'SBO:0000375')])",b1301,47.16954,1,47.1695,47.1695,,,11.16507205,16.41977503,11.16507205,11.16507205,16.41977503,,,0,0,0,0,0,0,0,0,0,0
XYLI2_reverse,fru_c --> glc__D_c,,"OrderedDict([('reflection', 'XYLI2')])",,b3565,49.74201,4,49.742,198.968,2.4243125,2.4243125,12.28460121,16.37720403,12.28460121,12.28460121,16.37720403,,,0,0,0,0,0,0,0,0,0,0
DCYTD,dcyt_c + h2o_c + h_c --> duri_c + nh4_c,Deoxycytidine deaminase,,"OrderedDict([('bigg.reaction', 'DCYTD'), ('biocyc', 'META:CYTIDEAM-RXN'), ('ec-code', '3.5.4.5'), ('kegg.reaction', 'R02485'), ('metanetx.reaction', 'MNXR97207'), ('rhea', ['13433', '13434', '13435', '13436']), ('sbo', 'SBO:0000375')])",b2143,31.53987,2,31.5399,63.0797,,,21.40368364,16.33573253,21.40368364,21.40368364,16.33573253,,,0,0,0,0,0,0,0,0,0,0
NTPTP2,gtp_c + h2o_c --> gsn_c + pppi_c,Nucleoside triphosphate tripolyhydrolase,,"OrderedDict([('bigg.reaction', 'NTPTP2'), ('metanetx.reaction', 'MNXR102058'), ('rhea', ['30559', '30560', '30561', '30562']), ('sbo', 'SBO:0000375')])",b0160,59.38294,6,59.3829,356.2976,,,71.58862039,16.3208074,71.58862039,71.58862039,16.3208074,,,0,0,0,0,0,0,0,0,0,0
SERASr,atp_c + h_c + ser__L_c --> ppi_c + seramp_c,(L-seryl)adenylate synthase,"OrderedDict([('reflection', 'SERASr_reverse')])","OrderedDict([('bigg.reaction', 'SERASr'), ('biocyc', 'META:ENTF-RXN'), ('metanetx.reaction', 'MNXR104332'), ('rhea', ['28570', '28571', '28572', '28573']), ('sbo', 'SBO:0000375')])",b0586,141.99095,1,141.991,141.991,,,13.20017276,16.28196226,13.20017276,13.20017276,16.28196226,,,0,0,0,0,0,0,0,0,0,0
GDPMNP,gdpmann_c + h2o_c --> gmp_c + 2.0 h_c + man1p_c,GDP-mannose phyrophosphatase,,"OrderedDict([('bigg.reaction', 'GDPMNP'), ('biocyc', 'META:RXN0-5108'), ('ec-code', ['3.6.1.-', '3.6.1.21']), ('kegg.reaction', 'R00881'), ('metanetx.reaction', 'MNXR100092'), ('rhea', ['27978', '27979', '27980', '27981']), ('sbo', 'SBO:0000375')])",b2467,21.74866,2,21.7487,43.4973,,,27.02115713,16.24858865,27.02115713,27.02115713,16.24858865,,,0,0,0,0,0,0,0,0,0,0
GSPMDA,gtspmd_c + h2o_c --> gthrd_c + spmd_c,Glutathionylspermidine amidase,,"OrderedDict([('bigg.reaction', 'GSPMDA'), ('biocyc', 'META:GSPAMID-RXN'), ('ec-code', ['3.5.1.-', '3.5.1.78']), ('kegg.reaction', 'R01918'), ('metanetx.reaction', 'MNXR100437'), ('rhea', ['17173', '17174', '17175', '17176']), ('sbo', 'SBO:0000375')])",b2988,70.53196,2,70.532,141.0639,3.6,3.6,2.1,16.07157034,2.1,2.1,16.07157034,,,0,0,0,0,0,0,0,0,0,0
DRPA,2dr5p_c --> acald_c + g3p_c,Deoxyribose-phosphate aldolase,,"OrderedDict([('bigg.reaction', 'DRPA'), ('biocyc', 'META:DEOXYRIBOSE-P-ALD-RXN'), ('ec-code', '4.1.2.4'), ('kegg.reaction', 'R01066'), ('metanetx.reaction', 'MNXR97787'), ('rhea', ['12821', '12822', '12823', '12824']), ('sbo', 'SBO:0000375')])",b4381,27.7338,1,27.7338,27.7338,107.5737,107.5737,521,16.03890025,521,521,16.03890025,,,0,0,0,0,0.150901454,0,0,0,0.150739285,2.95E-15
FEOXAMR3,2.0 feoxam_c + rbflvrd_c --> 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c + ribflv_c,Ferroxamine reductase,,"OrderedDict([('bigg.reaction', 'FEOXAMR3'), ('metanetx.reaction', 'MNXR99553'), ('sbo', 'SBO:0000375')])",b4367,30.11275,1,30.1128,30.1128,,,11.29683524,16.03170888,11.29683524,11.29683524,16.03170888,,,0,0,0,0,0,0,0,0,0,0
UAGDP,acgam1p_c + h_c + utp_c --> ppi_c + uacgam_c,UDP-N-acetylglucosamine diphosphorylase,,"OrderedDict([('bigg.reaction', 'UAGDP'), ('ec-code', '2.7.7.23'), ('metanetx.reaction', 'MNXR105033'), ('sbo', 'SBO:0000375')])",b3730,49.19008,3,49.1901,147.5702,140.89,128.4284249,330,16,330,330,16,,,0.082865713,0.066841396,0.077205077,0.082806016,0.035356855,0.055354384,0.082806019,0.082806019,0.0353384,0.055339799
G1PACT,accoa_c + gam1p_c --> acgam1p_c + coa_c + h_c,Glucosamine-1-phosphate N-acetyltransferase,,"OrderedDict([('bigg.reaction', 'G1PACT'), ('ec-code', ['2.3.1.157', '2.3.1.4']), ('metanetx.reaction', 'MNXR99841'), ('sbo', 'SBO:0000375')])",b3730,49.19008,3,49.1901,147.5702,767.834,698.3775158,120,16,120,120,16,,,0.082865713,0.066841396,0.077205077,0.082806016,0.035356855,0.055354384,0.082806019,0.082806019,0.0353384,0.055339799
UGMDDS,alaala_c + atp_c + ugmd_c --> adp_c + h_c + pi_c + ugmda_c,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",,"OrderedDict([('bigg.reaction', 'UGMDDS'), ('ec-code', '6.3.2.10'), ('metanetx.reaction', 'MNXR105094'), ('sbo', 'SBO:0000375')])",b0086,47.44715,1,47.4472,47.4472,999,999,18,16,18,18,16,,,0.024369999,0.019657403,0.022705261,0.024352442,0.010398106,0.016279185,0.024352443,0.024352443,0.010392679,0.016274895
23PDE7pp,23camp_p + h2o_p --> 3amp_p + h_p,"2',3'-cyclic-nucleotide phosphodiesterase (AMP) (periplasm)",,"OrderedDict([('bigg.reaction', '23PDE7pp'), ('biocyc', 'META:RXN-14113'), ('ec-code', '3.1.4.16'), ('kegg.reaction', 'R03537'), ('metanetx.reaction', 'MNXR94722'), ('rhea', ['27886', '27887', '27888', '27889']), ('sbo', 'SBO:0000375')])",b4213,70.83219,1,70.8322,70.8322,10.12,10.12,15.88281316,15.95407069,15.88281316,15.88281316,15.95407069,,,0,0,0,0,0,0,0,0,0,0
AMALT1,malt_c + malttr_c --> glc__D_c + maltttr_c,Amylomaltase (maltotriose),,"OrderedDict([('bigg.reaction', 'AMALT1'), ('biocyc', 'META:AMYLOMALT-RXN'), ('ec-code', '2.4.1.25'), ('metanetx.reaction', 'MNXR95800'), ('sbo', 'SBO:0000375')])",b3416,78.50349,1,78.5035,78.5035,129.5747692,129.5747692,16.31309342,15.91056382,16.31309342,16.31309342,15.91056382,,,0,0,0,0,0,0,0,0,0,0
UAG2E,uacgam_c --> uacmam_c,UDP-N-acetylglucosamine 2-epimerase,"OrderedDict([('reflection', 'UAG2E_reverse')])","OrderedDict([('bigg.reaction', 'UAG2E'), ('biocyc', 'META:UDPGLCNACEPIM-RXN'), ('ec-code', '5.1.3.14'), ('kegg.reaction', 'R00420'), ('metanetx.reaction', 'MNXR105024'), ('rhea', ['17213', '17214', '17215', '17216']), ('sbo', 'SBO:0000375')])",b3786,42.24459,2,42.2446,84.4892,3.03025,3.03025,7.1,15.89143254,7.1,7.1,15.89143254,,,0,0,0,0,0,0,0,0,0,0
GLYCTO3,glyclt_c + mqn8_c --> glx_c + mql8_c,Glycolate oxidase,,"OrderedDict([('bigg.reaction', 'GLYCTO3'), ('metanetx.reaction', 'MNXR100340'), ('sbo', 'SBO:0000375')])",b4468 and b2979 and b4467,38.36098 and 53.8117 and 45.11012 ,1 and 1 and 1 ,137.2828,137.2828,,,9.90576999,15.85725599,9.905769989,9.905769989,15.85725599,,,0,0,0,0,0,0,-1.08E-15,-1.08E-15,0,0
THRD_L,thr__L_c --> 2obut_c + nh4_c,L-threonine deaminase,,"OrderedDict([('bigg.reaction', 'THRD_L'), ('biocyc', 'META:THREDEHYD-RXN'), ('ec-code', '4.3.1.19'), ('kegg.reaction', 'R00996'), ('metanetx.reaction', 'MNXR104714'), ('rhea', ['22108', '22109', '22110', '22111']), ('sbo', 'SBO:0000375')])",b3772 or b3117,56.19525 or 35.232 ,4 or 4 ,35.232,140.928,190.85,190.85,22.92122809,15.84318071,22.92122809,22.92122809,15.84318071,,,0.254793124,0.205522012,0,0,0,0,0.25460958,0.25460958,0.1086575,0.17015723
SERAT_reverse,acser_c + coa_c --> accoa_c + ser__L_c,,"OrderedDict([('reflection', 'SERAT')])",,b3607,29.31664,6,29.3166,175.8998,1189.906182,1189.906182,34.71425547,15.78831508,34.71425547,34.71425547,15.78831508,,,0,0,0,0,0,0,0,0,0,0
O16AUNDtpp,o16aund_c --> o16aund_p,"O16 antigen (flippase, cytoplasm to periplasm)",,"OrderedDict([('bigg.reaction', 'O16AUNDtpp'), ('metanetx.reaction', 'MNXR102082'), ('sbo', 'SBO:0000375')])",b2037,45.38262,1,45.3826,45.3826,,,22.40903791,15.71305907,22.40903791,22.40903791,15.71305907,,,0,0,0,0,0,0,0,0,0,0
ASNNpp,asn__L_p + h2o_p --> asp__L_p + nh4_p,L-asparaginase,,"OrderedDict([('bigg.reaction', 'ASNNpp'), ('biocyc', 'META:ASPARAGHYD-RXN'), ('ec-code', ['3.5.1.1', '3.5.1.38', '3.5.5.4']), ('kegg.reaction', 'R00485'), ('metanetx.reaction', 'MNXR96056'), ('rhea', ['21016', '21017', '21018', '21019']), ('sbo', 'SBO:0000375')])",b2957,36.85069,4,36.8507,147.4028,359.59428,359.59428,102.8349123,15.56311269,102.8349123,102.8349123,15.56311269,,,0,0,0,0,0,0,0,0,0,0
3NTD7pp,3amp_p + h2o_p --> adn_p + pi_p,3'-nucleotidase (AMP) (periplasm),,"OrderedDict([('bigg.reaction', '3NTD7pp'), ('biocyc', 'META:RXN-14126'), ('ec-code', '3.1.3.6'), ('kegg.reaction', 'R01562'), ('metanetx.reaction', 'MNXR94935'), ('rhea', ['27898', '27899', '27900', '27901']), ('sbo', 'SBO:0000375')])",b4213 or b0383,70.83219 or 49.43859 ,1 or 2 ,49.4386,70.8322,27.41375,27.41375,19.61553033,15.5462287,19.61553033,19.61553033,15.5462287,,,0,0,0,0,0,0,0,0,0,0
ECOAH1_reverse,b2coa_c + h2o_c --> 3hbcoa_c,,"OrderedDict([('reflection', 'ECOAH1')])",,b2341 or b3846,77.07221 or 79.59391 ,1 or 2 ,77.0722,77.0722,929.4083333,929.4083333,18.82560091,15.46847196,18.82560091,18.82560091,15.46847196,,,0,0,0,0,0,0,0,0,0,0
CPL,prpmn_c --> ch4_c + prcp_c,Carbon-phosphorous lyase,,"OrderedDict([('bigg.reaction', 'CPL'), ('sbo', 'SBO:0000375')])",b4098,31.845,1,31.845,31.845,,,23.63007656,15.45075441,23.63007656,23.63007656,15.45075441,,,0,0,0,0,0,0,0,0,0,0
A5PISO,ru5p__D_c --> ara5p_c,Arabinose-5-phosphate isomerase,"OrderedDict([('reflection', 'A5PISO_reverse')])","OrderedDict([('bigg.reaction', 'A5PISO'), ('biocyc', 'META:DARAB5PISOM-RXN'), ('ec-code', '5.3.1.13'), ('kegg.reaction', 'R01530'), ('metanetx.reaction', 'MNXR95132'), ('rhea', ['23104', '23105', '23106', '23107']), ('sbo', 'SBO:0000375')])",b3197 or b2708,35.19608 or 34.03143 ,4 or 4 ,34.0314,136.1257,118.0384615,118.0384615,30.80800195,15.4303242,30.80800194,30.80800194,15.4303242,,,0.034125716,0.027526589,0.031794556,0.034101131,0,0,0.034101133,0.034101133,0.014553042,0.022790008
IPDDI_reverse,dmpp_c --> ipdp_c,,"OrderedDict([('reflection', 'IPDDI')])",,b2889,20.50826,1,20.5083,20.5083,2151.644571,2151.644571,16.82755733,15.30479842,16.82755733,16.82755733,15.30479842,,,0,0,0,0,0,0,0,0,0,0
MNNH,mana_c --> 2ddglcn_c + h2o_c,D-mannonate hydrolyase,,"OrderedDict([('bigg.reaction', 'MNNH'), ('biocyc', 'META:MANNONDEHYDRAT-RXN'), ('ec-code', '4.2.1.8'), ('kegg.reaction', 'R05606'), ('metanetx.reaction', 'MNXR101679'), ('rhea', ['20097', '20098', '20099', '20100']), ('sbo', 'SBO:0000375')])",b4322,44.83802,1,44.838,44.838,2.763333333,2.763333333,0.81,15.23374873,0.81,0.81,15.23374873,,,0,0,0,0,0,0,0,0,0,0
MDDCP1pp,h2o_p + murein5px4p_p --> ala__D_p + murein4px4p_p,"Murein D,D-carboxypeptidase (murein5px4p) (periplasm)",,"OrderedDict([('bigg.reaction', 'MDDCP1pp'), ('ec-code', '3.4.16.4'), ('metanetx.reaction', 'MNXR101429'), ('sbo', 'SBO:0000375')])",b0376 or b0839 or b0632 or b3182 or b2010 or b2430,41.849 or 43.60891 or 44.44396 or 51.79831 or 43.34606 or 47.752 ,1 or 2 or 2 or 1 or 1 or 1 ,41.849,41.849,33.84328846,33.84328846,20.25958445,15.13698636,20.25958445,20.25958445,15.13698636,,,0,0,0,0,0,0,0,0,0,0
AM4PCP,anhm4p_c + h2o_c --> ala__D_c + anhm3p_c,"Anhydrous-N-Acetylmuramyl-tetrapeptide L,D-carboxypeptidase",,"OrderedDict([('bigg.reaction', 'AM4PCP'), ('metanetx.reaction', 'MNXR95794'), ('sbo', 'SBO:0000375')])",b1192,33.56747,1,33.5675,33.5675,,,82.59741089,15.13149622,82.59741089,82.59741089,15.13149622,,,0,0,0,0,0,0,0,0,0,0
ECAP3pp,eca3und_p + unagamuf_p --> eca4und_p + h_p + udcpdp_p,Enterobacterial common antigen polymerase (periplasm),,"OrderedDict([('bigg.reaction', 'ECAP3pp'), ('metanetx.reaction', 'MNXR97876'), ('sbo', 'SBO:0000375')])",b3785 and b3793,39.4891 and 51.51729  and 44.95965,1 and 1 and 1,135.966,135.966,,,12.64024643,15.08523227,12.64024643,12.64024643,15.08523227,,,0,0,0,0,0,0,0,0,0,0
LEUTAi,4mop_c + glu__L_c --> akg_c + leu__L_c,Leucine transaminase (irreversible),,"OrderedDict([('bigg.reaction', 'LEUTAi'), ('biocyc', 'META:BRANCHED-CHAINAMINOTRANSFERLEU-RXN'), ('ec-code', ['2.6.1.42', '2.6.1.6', '2.6.1.67']), ('kegg.reaction', 'R01090'), ('metanetx.reaction', 'MNXR96229'), ('rhea', ['18321', '18322', '18323', '18324']), ('sbo', 'SBO:0000375')])",b3770 or b4054,34.09365 or 43.53781 ,6 or 2 ,34.0936,87.0756,18.55055556,18.24573622,16.36044888,15.02739517,16.36044888,16.36044888,15.02739517,,,0.395114432,0.318708416,0.36812379,0.394829789,0,0,0.394829806,0.394829806,0.168498058,0.263867314
ADSL2r,25aics_c --> aicar_c + fum_c,Adenylosuccinate lyase,"OrderedDict([('reflection', 'ADSL2r_reverse')])","OrderedDict([('bigg.reaction', 'ADSL2r'), ('biocyc', 'META:AICARSYN-RXN'), ('ec-code', '4.3.2.2'), ('metanetx.reaction', 'MNXR95494'), ('sbo', 'SBO:0000375')])",b1131,51.54281,4,51.5428,206.1712,123.31,113.3067769,18.19764299,15,18.19764299,18.19764299,15,,,0.392714091,0.316772245,0.365887418,0.392431177,0.167561886,0.262333428,0.392431194,0.392431194,0.167474423,0.262264306
PSSA160,cdpdhdecg_c + ser__L_c --> cmp_c + h_c + ps160_c,Phosphatidylserine syntase (n-C16:0),,"OrderedDict([('bigg.reaction', 'PSSA160'), ('ec-code', '2.7.8.8'), ('metanetx.reaction', 'MNXR103269'), ('sbo', 'SBO:0000375')])",b2585,52.80179,1,52.8018,52.8018,,,14.5321238,15,14.5321238,14.5321238,15,,,0.0559647,0.045142418,0.052141698,0.055924383,0.023878824,0.037384479,0.055924385,0.055924385,0.02386636,0.037374629
MTHFC_reverse,10fthf_c + h_c --> h2o_c + methf_c,,"OrderedDict([('reflection', 'MTHFC')])",,b0529,31.04375,2,31.0438,62.0875,2962.333333,2962.333333,69.78722315,14.99499725,69.78722314,69.78722314,14.99499725,,,0,0,0,0,0.293264921,0,0,0,0.293111843,0
TRSARr,2h3oppan_c + h_c + nadh_c --> glyc__R_c + nad_c,Tartronate semialdehyde reductase,"OrderedDict([('reflection', 'TRSARr_reverse')])","OrderedDict([('bigg.reaction', 'TRSARr'), ('biocyc', 'META:RXN0-5289'), ('ec-code', ['1.1.1.-', '1.1.1.60']), ('kegg.reaction', 'R01745'), ('metanetx.reaction', 'MNXR100682'), ('rhea', ['18845', '18846', '18847', '18848']), ('sbo', 'SBO:0000375')])",b0509 or b3125,30.80058 or 30.42744 ,4 or 1 ,30.4274,30.4274,243,243,31.68904067,14.97507777,31.68904067,31.68904067,14.97507777,,,0,0,0,0,0,0,-3.34E-16,-3.34E-16,0,0
DDPGALA_reverse,g3p_c + pyr_c --> 2dh3dgal6p_c,,"OrderedDict([('reflection', 'DDPGALA')])",,b4477,21.3906,1,21.3906,21.3906,13.52266667,13.52266667,16.49696902,14.96365901,16.49696902,16.49696902,14.96365901,,,0,0,0,0,0,0,0,0,0,0
ECAP1pp,2.0 unagamuf_p --> eca2und_p + h_p + udcpdp_p,Enterobacterial common antigen polymerase (periplasm),,"OrderedDict([('bigg.reaction', 'ECAP1pp'), ('metanetx.reaction', 'MNXR97874'), ('sbo', 'SBO:0000375')])",b3785 and b3793,39.4891 and 51.51729  and 44.95965,1 and 1 and 1,135.966,135.966,,,20.53189911,14.86120674,20.53189911,20.53189911,14.86120674,,,0,0,0,0,0,0,0,0,0,0
SQVOSI,sq_c --> sf_c,Sulfoquinovose isomerase,,"OrderedDict([('bigg.reaction', 'SQVOSI'), ('sbo', 'SBO:0000375')])",b3880,47.433,6,47.433,284.598,,,66.15257666,14.77289247,66.15257667,66.15257667,14.77289247,,,0,0,0,0,0,0,0,0,0,0
THRA,thr__L_c --> acald_c + gly_c,Threonine aldolase,,"OrderedDict([('bigg.reaction', 'THRA'), ('biocyc', 'META:THREONINE-ALDOLASE-RXN'), ('ec-code', ['4.1.2.48', '4.1.2.5']), ('kegg.reaction', 'R00751'), ('metanetx.reaction', 'MNXR104833'), ('rhea', ['19625', '19626', '19627', '19628']), ('sbo', 'SBO:0000375')])",b2551 or b0870,45.31659 or 36.49471 ,2 or 4 ,36.4947,90.6332,2.793318917,2.678477064,46.19586187,14.76908042,46.19586186,46.19586186,14.76908042,,,0,0,0,0,0,0,0,0,0,0
POR5_reverse,accoa_c + co2_c + 2.0 flxr_c + h_c --> coa_c + 2.0 flxso_c + pyr_c,,"OrderedDict([('reflection', 'POR5')])",,( b1378 and b0684 ) or ( b1378 and b2895 ),( 128.82445 and 19.73694 ) or ( 128.82445 and 19.70018 ) ,( 1 and 1 ) or ( 1 and 1 ) ,148.5246,148.5246,,,12.74170243,14.7168247,12.74170243,12.74170243,14.7168247,,,0,0,0,0,0,0,0,0,0,0
GALM2pp,gal_bD_p --> gal_p,Aldose-1-epimerase,,"OrderedDict([('bigg.reaction', 'GALM2pp'), ('biocyc', 'META:ALDOSE1EPIM-RXN'), ('ec-code', '5.1.3.3'), ('metanetx.reaction', 'MNXR99987'), ('rhea', ['28675', '28676', '28677', '28678']), ('sbo', 'SBO:0000375')])",b0756,38.19046,1,38.1905,38.1905,5303.6875,5303.6875,17.15361259,14.62732468,17.15361259,17.15361259,14.62732468,,,0,0,0,0,0,0,0,0,0,0
23PDE2pp,23cump_p + h2o_p --> 3ump_p + h_p,"2',3'-cyclic-nucleotide phosphodiesterase (UMP) (periplasm)",,"OrderedDict([('bigg.reaction', '23PDE2pp'), ('biocyc', 'META:RXN-14091'), ('ec-code', '3.1.4.16'), ('kegg.reaction', 'R03538'), ('metanetx.reaction', 'MNXR94723'), ('rhea', ['27878', '27879', '27880', '27881']), ('sbo', 'SBO:0000375')])",b4213,70.83219,1,70.8322,70.8322,10.12,10.12,15.73103317,14.61892208,15.73103317,15.73103317,14.61892208,,,0,0,0,0,0,0,0,0,0,0
