,fluxes,equ,kcat,MW,kcat_MW,source
DCAtex,0.0,dca_e --> dca_p,,,,
DCYTtex,0.0,dcyt_e --> dcyt_p,,,,
DGSNtex,0.0,dgsn_e --> dgsn_p,,,,
MTHFR2,0.11547051515190912,2.0 h_c + mlthf_c + nadh_c --> 5mthf_c + nad_c,315370.9091,132.4109,2381.759425394737,
ASPO3,0.0017040913294098098,asp__L_c + q8_c --> h_c + iasp_c + q8h2_c,,,,
ASPO5,0.0,asp__L_c + fum_c --> h_c + iasp_c + succ_c,,,,
ASPO4,0.0,asp__L_c + mqn8_c --> h_c + iasp_c + mql8_c,,,,
ASPO6,0.0,asp__L_c + o2_c --> h2o2_c + h_c + iasp_c,7169.22,60.3374,118.81884204490083,
LCTStex,0.0,lcts_e --> lcts_p,,,,
LEUtex,0.0,leu__L_e --> leu__L_p,,,,
LYStex,0.0,lys__L_e --> lys__L_p,,,,
LYXtex,0.0,lyx__L_e --> lyx__L_p,,,,
MANtex,0.0,man_e --> man_p,,,,
MAN6Ptex,0.0,man6p_e --> man6p_p,,,,
MELIBtex,0.0,melib_e --> melib_p,,,,
DMSOtex,0.0,dmso_e --> dmso_p,,,,
DURItex,0.0,duri_e --> duri_p,,,,
EX_mal__D_e,0.0,mal__D_e --> ,,,,
FRUtex,0.0,fru_e --> fru_p,,,,
FUCtex,0.0,fuc__L_e --> fuc__L_p,,,,
FUMtex,0.0,fum_e --> fum_p,,,,
ACACT5r,0.26622125650115314,accoa_c + dcacoa_c --> 3oddcoa_c + coa_c,1200988584.0,46.5305,25810781.83127196,
MALDDH,0.0,mal__D_c + nad_c --> co2_c + nadh_c + pyr_c,,,,
FE2tex,0.012014666743466958,fe2_e --> fe2_p,,,,
NMNtex,0.0,nmn_e --> nmn_p,,,,
NO2tex,0.0,no2_e --> no2_p,,,,
DHPS2,0.0005004552675038786,4abz_c + 6hmhptpp_c --> dhpt_c + ppi_c,277279.9754,61.2302,4528.483908267489,
MTHFC,0.6578899667232728,h2o_c + methf_c --> 10fthf_c + h_c,10664400.0,62.0875,171764.0426816992,
MTHFD,0.6578899667232728,mlthf_c + nadp_c --> methf_c + nadph_c,630387.6923,62.0875,10153.2142911214,
BUTt2rpp,0.0,but_p + h_p --> but_c + h_c,,,,
CADVtpp,0.0,15dap_c + h_p + lys__L_p --> 15dap_p + h_c + lys__L_c,,,,
QULNS,0.0017040913294098098,dhap_c + iasp_c --> 2.0 h2o_c + pi_c + quln_c,,,,
ALKP,0.0,dhap_c + h2o_c --> dha_c + pi_c,253046.88,20.7798,12177.541651026477,
GDPtex,0.0,gdp_e --> gdp_p,,,,
EX_cobalt2_e,0.0,cobalt2_e --> ,,,,
TMAtex,0.0,tma_e --> tma_p,,,,
TMAOtex,0.0,tmao_e --> tmao_p,,,,
TREtex,0.0,tre_e --> tre_p,,,,
L_LACD3,0.0,lac__L_c + mqn8_c --> mql8_c + pyr_c,608580.0,42.7282,14243.052597581924,
L_LACD2,0.0,lac__L_c + q8_c --> pyr_c + q8h2_c,608580.0,42.7282,14243.052597581924,
ACACT6r,0.1125298729149024,accoa_c + ddcacoa_c --> 3otdcoa_c + coa_c,1200988584.0,46.5305,25810781.83127196,
TRPtex,0.0,trp__L_e --> trp__L_p,,,,
TSULtex,0.0,tsul_e --> tsul_p,,,,
TYRtex,0.0,tyr__L_e --> tyr__L_p,,,,
URAtex,0.0,ura_e --> ura_p,,,,
UREAtex,0.0,urea_e --> urea_p,,,,
URItex,0.0,uri_e --> uri_p,,,,
VALtex,0.0,val__L_e --> val__L_p,,,,
XANtex,0.0,xan_e --> xan_p,,,,
XYLtex,0.0,xyl__D_e --> xyl__D_p,,,,
ABUTtex,0.0,4abut_e --> 4abut_p,,,,
FORtppi,0.0,for_c --> for_p,,,,
DATPHs,0.0,datp_c + h2o_c + h_c --> ditp_c + nh4_c,,,,
GLCTR1,0.0,icolipa_c + udpg_c --> gicolipa_c + h_c + udp_c,,,,
LIPAabcpp,0.0,atp_c + h2o_c + lipa_c --> adp_c + h_c + lipa_p + pi_c,,,,
LIPACabcpp,0.0,atp_c + h2o_c + lipa_cold_c --> adp_c + h_c + lipa_cold_p + pi_c,,,,
GGGABADr,0.0,ggbutal_c + h2o_c + nadp_c --> gg4abut_c + 2.0 h_c + nadph_c,,,,
EX_mso3_e,-0.0,mso3_e --> ,,,,
EX_23camp_e,0.0,23camp_e --> ,,,,
EX_23cgmp_e,0.0,23cgmp_e --> ,,,,
EX_23cump_e,0.0,23cump_e --> ,,,,
EX_3amp_e,0.0,3amp_e --> ,,,,
EX_3gmp_e,0.0,3gmp_e --> ,,,,
EX_3ump_e,0.0,3ump_e --> ,,,,
EX_glyc__R_e,0.0,glyc__R_e --> ,,,,
EX_eca4colipa_e,-0.0,eca4colipa_e --> ,,,,
GLYOX3,0.0,h2o_c + mthgxl_c --> h_c + lac__D_c,3001.81091,62.38,48.12136758576466,
FDMO3,0.0,ethso3_c + fmnh2_c + o2_c --> acald_c + fmn_c + h2o_c + h_c + so3_c,,,,
FDMO4,0.0,butso3_c + fmnh2_c + o2_c --> btal_c + fmn_c + h2o_c + h_c + so3_c,2963.9999989999997,166.9451,17.754339594273805,
BUTSO3abcpp,0.0,atp_c + butso3_p + h2o_c --> adp_c + butso3_c + h_c + pi_c,,,,
ETHSO3abcpp,0.0,atp_c + ethso3_p + h2o_c --> adp_c + ethso3_c + h_c + pi_c,,,,
EX_sel_e,0.0,sel_e --> ,,,,
EX_hg2_e,0.0,hg2_e --> ,,,,
O16GLCT1,0.0,aragund_c + udpg_c --> garagund_c + h_c + udp_c,,,,
O16AP2pp,0.0,o16a2und_p + o16aund_p --> h_p + o16a3und_p + udcpdp_p,,,,
O16AP3pp,0.0,o16a3und_p + o16aund_p --> h_p + o16a4und_p + udcpdp_p,,,,
O16A4Lpp,0.0,colipa_p + o16a4und_p --> h_p + o16a4colipa_p + udcpdp_p,,,,
MALTATr,0.0,accoa_c + malt_c --> acmalt_c + coa_c,,,,
DHBSH,0.0,23dhbzs_c + h2o_c --> 23dhb_c + ser__L_c,,,,
ENTERES,0.0,enter_c + 3.0 h2o_c --> 3.0 23dhbzs_c + 3.0 h_c,,,,
FEOXAMUtex,0.0,feoxam_un_p + h_p --> feoxam_un_e + h_c,,,,
ARBTNtpp,0.0,arbtn_c + h_p --> arbtn_p + h_c,,,,
ARBTNtex,0.0,arbtn_p + h_p --> arbtn_e + h_c,,,,
23CAMPtex,0.0,23camp_e --> 23camp_p,,,,
23CCMPtex,0.0,23ccmp_e --> 23ccmp_p,,,,
23CUMPtex,0.0,23cump_e --> 23cump_p,,,,
23CGMPtex,0.0,23cgmp_e --> 23cgmp_p,,,,
3AMPtex,0.0,3amp_e --> 3amp_p,,,,
3CMPtex,0.0,3cmp_e --> 3cmp_p,,,,
LADGMDH,0.0,LalaDgluMdap_c + h2o_c --> 26dap__M_c + LalaDglu_c,,,,
ALAGLUE,0.0,LalaDglu_c --> LalaLglu_c,24867.25714,34.674,717.1730155159488,
FEENTERtpp,0.0,enter_c + h_p --> enter_p + h_c,,,,
FEENTERtex,0.0,enter_p + h_p --> enter_e + h_c,,,,
FE3HOXUtpp,0.0,fe3hox_un_p + h_p --> fe3hox_un_e + h_c,,,,
FEOXAMUtpp,0.0,feoxam_un_c + h_p --> feoxam_un_p + h_c,,,,
FECRMUtpp,0.0,fecrm_un_c + h_p --> fecrm_un_p + h_c,,,,
FE3HOXR2,0.0,2.0 fe3hox_c + fmnh2_c --> 2.0 fe2_c + 2.0 fe3hox_un_c + fmn_c + 2.0 h_c,,,,
PTRCt2pp,0.0,h_p + ptrc_p --> h_c + ptrc_c,,,,
GGGABAH,0.0,gg4abut_c + h2o_c --> 4abut_c + glu__L_c,,,,
FRULYSK,0.0,atp_c + frulys_c --> adp_c + frulysp_c + h_c,,,,
FDMO6,0.0,fmnh2_c + o2_c + sulfac_c --> fmn_c + glx_c + h2o_c + h_c + so3_c,,,,
SULFACabcpp,0.0,atp_c + h2o_c + sulfac_p --> adp_c + h_c + pi_c + sulfac_c,,,,
ETHSO3tex,0.0,ethso3_e --> ethso3_p,,,,
BUTSO3tex,0.0,butso3_e --> butso3_p,,,,
LIPOtex,0.0,lipoate_e --> lipoate_p,,,,
CYANSTpp,0.0,cyan_p + tsul_p --> h_p + so3_p + tcynt_p,524520.0,11.4753,45708.608925256856,
MCPST,0.0,cyan_c + mercppyr_c --> h_c + pyr_c + tcynt_c,1722768.5459999999,30.8118,55912.62263158919,
PHEMEabcpp,0.0,atp_c + h2o_c + pheme_c --> adp_c + h_c + pheme_p + pi_c,,,,
METSOX1abcpp,0.0,atp_c + h2o_c + metsox_S__L_p --> adp_c + h_c + metsox_S__L_c + pi_c,,,,
GALBDtex,0.0,gal_bD_e --> gal_bD_p,,,,
LIPAHT2ex,0.0,colipa_e + h_e + hdca_e --> h2o_e + hacolipa_e,,,,
LIPAHTex,0.0,h_e + hdca_e + lipa_e --> h2o_e + halipa_e,,,,
ECAP1pp,0.0,2.0 unagamuf_p --> eca2und_p + h_p + udcpdp_p,,,,
UDCPDPpp,0.0,h2o_p + udcpdp_p --> h_p + pi_p + udcpp_p,,,,
ECAP2pp,0.0,eca2und_p + unagamuf_p --> eca3und_p + h_p + udcpdp_p,,,,
ECA4OALpp,0.0,colipa_p + eca4und_p --> eca4colipa_p + h_p + udcpdp_p,,,,
FE3Ri,0.0,fadh2_c + 2.0 fe3_c --> fad_c + 2.0 fe2_c + 2.0 h_c,,,,
FE3HOXR3,0.0,2.0 fe3hox_c + rbflvrd_c --> 2.0 fe2_c + 2.0 fe3hox_un_c + 2.0 h_c + ribflv_c,,,,
FEENTERR1,0.0,fadh2_c + 2.0 feenter_c --> 2.0 enter_c + fad_c + 2.0 fe2_c + 2.0 h_c,,,,
FEENTERR3,0.0,2.0 feenter_c + rbflvrd_c --> 2.0 enter_c + 2.0 fe2_c + 2.0 h_c + ribflv_c,,,,
SULFACtex,0.0,sulfac_e --> sulfac_p,,,,
EX_sulfac_e,0.0,sulfac_e --> ,,,,
EX_butso3_e,-0.0,butso3_e --> ,,,,
EX_ethso3_e,0.0,ethso3_e --> ,,,,
NODOy,0.0,nadph_c + 2.0 no_c + 2.0 o2_c --> h_c + nadp_c + 2.0 no3_c,564859.3846,43.8677,12876.43037132104,
GALM2pp,0.0,gal_bD_p --> gal_p,19093275.0,38.1905,499948.28556840046,
CU1abcpp,0.0,atp_c + cu_c + h2o_c --> adp_c + cu_p + h_c + pi_c,11088.0,87.8731,126.18196012203964,
HG2abcpp,0.0,atp_c + h2o_c + hg2_c --> adp_c + h_c + hg2_p + pi_c,,,,
GLCTR3,0.0,ggagicolipa_c + udpg_c --> gggagicolipa_c + h_c + udp_c,,,,
HEPT4,0.0,adphep_LD_c + gggagicolipa_c --> adp_c + colipa_c + h_c,,,,
LA4NTpp,0.0,colipa_p + uLa4n_p --> acolipa_p + udcpp_p,,,,
NODOx,0.0,nadh_c + 2.0 no_c + 2.0 o2_c --> h_c + nad_c + 2.0 no3_c,663895.3846,43.8677,15134.0367650914,
NOtex,0.0,no_e --> no_p,,,,
NOtpp,0.0,no_p --> no_c,,,,
NHFRBO,0.0,h_c + nadh_c + 2.0 no_c --> h2o_c + n2o_c + nad_c,660250.2856,258.3403,2555.738634661336,
N2Otpp,0.0,n2o_p --> n2o_c,,,,
N2Otex,0.0,n2o_e --> n2o_p,,,,
CRNt8pp,0.0,crn__D_c + crn_p --> crn__D_p + crn_c,,,,
CRNt2rpp,0.0,crn_p + h_p --> crn_c + h_c,,,,
CRNDt2rpp,0.0,crn__D_p + h_p --> crn__D_c + h_c,,,,
CTBTt2rpp,0.0,ctbt_p + h_p --> ctbt_c + h_c,,,,
42A12BOOXpp,0.0,dopa_p + h2o_p + o2_p --> 34dhpac_p + h2o2_p + nh4_p,92996.39998999999,168.7573,551.0659390141938,
TYROXDApp,0.0,h2o_p + o2_p + tym_p --> 4hoxpacd_p + h2o2_p + nh4_p,89301.08688999998,168.7573,529.1687345673342,
PACALDt2rpp,0.0,h_p + pacald_p --> h_c + pacald_c,,,,
PEAMNtex,0.0,peamn_e --> peamn_p,,,,
PACALDtex,0.0,pacald_e --> pacald_p,,,,
LIPOt2pp,0.0,h_p + lipoate_p --> h_c + lipoate_c,,,,
NTRIR4pp,0.0,2.0 h_p + 3.0 mql8_c + no2_p --> 2.0 h2o_p + 3.0 mqn8_c + nh4_p,,,,
NTRIR3pp,0.0,2.0 h_p + no2_p + 3.0 q8h2_c --> 2.0 h2o_p + nh4_p + 3.0 q8_c,,,,
INOSTt4pp,0.0,inost_p + na1_p --> inost_c + na1_c,,,,
PHEMEtiex,0.0,pheme_p --> pheme_e,,,,
AGM3PA,0.0,anhgm3p_c + h2o_c --> LalaDgluMdap_c + anhgm_c,,,,
CYANtex,0.0,cyan_e --> cyan_p,,,,
SO3tex,0.0,so3_e --> so3_p,,,,
TCYNTtex,0.0,tcynt_e --> tcynt_p,,,,
ACANTHAT,0.0,accoa_c + anth_c --> acanth_c + coa_c,,,,
METSOX2abcpp,0.0,atp_c + h2o_c + metsox_R__L_p --> adp_c + h_c + metsox_R__L_c + pi_c,,,,
METSOX1tex,0.0,metsox_S__L_e --> metsox_S__L_p,,,,
METSOX2tex,0.0,metsox_R__L_e --> metsox_R__L_p,,,,
3UMPtex,0.0,3ump_e --> 3ump_p,,,,
3GMPtex,0.0,3gmp_e --> 3gmp_p,,,,
FALDtpp,0.0,fald_p --> fald_c,,,,
EX_tym_e,-0.0,tym_e --> ,,,,
METSOXR1,0.0,metsox_S__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,313919.8154,35.1216,8938.084124869027,
METSOXR2,0.0,metsox_R__L_c + trdrd_c --> h2o_c + met__L_c + trdox_c,313919.8154,27.2578,11516.696703328955,
DAPAL,0.0,23dappa_c + h2o_c --> 2.0 nh4_c + pyr_c,216683.7231,86.6551,2500.530529651457,
AMPTASECG,0.0,cgly_c + h2o_c --> cys__L_c + gly_c,463205.4545,98.9189,4682.678987534233,
EX_imp_e,0.0,imp_e --> ,,,,
DOPAtex,0.0,dopa_e --> dopa_p,,,,
4HOXPACDtex,0.0,4hoxpacd_e --> 4hoxpacd_p,,,,
LACZpp,0.0,h2o_p + lcts_p --> gal_p + glc__D_p,1911960.0,83.46,22908.698777857666,
GPDDA1pp,0.0,g3pc_p + h2o_p --> chol_p + glyc3p_p + h_p,35568.78667,81.6867,435.42934982071745,
GPDDA5pp,0.0,g3pi_p + h2o_p --> glyc3p_p + h_p + inost_p,,,,
ETHAtex,0.0,etha_e --> etha_p,,,,
G3PStex,0.0,g3ps_e --> g3ps_p,,,,
FEENTERR2,0.0,2.0 feenter_c + fmnh2_c --> 2.0 enter_c + 2.0 fe2_c + fmn_c + 2.0 h_c,,,,
FLVR,0.0,h_c + nadph_c + ribflv_c --> nadp_c + rbflvrd_c,91896.13566,26.242,3501.8724053044734,
FE3HOXR1,0.0,fadh2_c + 2.0 fe3hox_c --> fad_c + 2.0 fe2_c + 2.0 fe3hox_un_c + 2.0 h_c,,,,
FEENTERexs,0.0,enter_e + fe3_e --> feenter_e,,,,
FE3HOXexs,0.0,fe3_e + fe3hox_un_e --> fe3hox_e,,,,
FECRMR3,0.0,2.0 fecrm_c + rbflvrd_c --> 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c + ribflv_c,,,,
FDMO2,0.0,fmnh2_c + mso3_c + o2_c --> fald_c + fmn_c + h2o_c + h_c + so3_c,2963.9999989999997,166.9451,17.754339594273805,
LALGP,0.0,LalaLglu_c + h2o_c --> ala__L_c + glu__L_c,23962536.0,105.8308,226423.08288324386,
AGM4PApp,0.0,anhgm4p_p + h2o_p --> LalaDgluMdapDala_p + anhgm_p,,,,
AGM4PA,0.0,anhgm4p_c + h2o_c --> LalaDgluMdapDala_c + anhgm_c,,,,
RNDR3b,0.0,cdp_c + grxrd_c --> dcdp_c + grxox_c + h2o_c,,,,
RNDR4b,0.0,grxrd_c + udp_c --> dudp_c + grxox_c + h2o_c,,,,
ACGAL1Ptex,0.0,acgal1p_e --> acgal1p_p,,,,
ACGALtex,0.0,acgal_e --> acgal_p,,,,
GLCUR1Ptex,0.0,glcur1p_e --> glcur1p_p,,,,
UDPGLCURtex,0.0,udpglcur_e --> udpglcur_p,,,,
UDPGALPpp,0.0,h2o_p + udpgal_p --> gal1p_p + 2.0 h_p + ump_p,1256580.0,60.824,20659.279231882152,
UACGAMPpp,0.0,h2o_p + uacgam_p --> acgam1p_p + 2.0 h_p + ump_p,1256580.0,60.824,20659.279231882152,
UACGALPpp,0.0,h2o_p + udpacgal_p --> acgal1p_p + 2.0 h_p + ump_p,1256580.0,60.824,20659.279231882152,
UGLCURPpp,0.0,h2o_p + udpglcur_p --> glcur1p_p + 2.0 h_p + ump_p,,,,
FEROpp,0.0,4.0 fe2_p + 4.0 h_p + o2_p --> 4.0 fe3_p + 2.0 h2o_p,8621.217392,56.5562,152.43629154716905,
ISETACabcpp,0.0,atp_c + h2o_c + isetac_p --> adp_c + h_c + isetac_c + pi_c,,,,
ISETACtex,0.0,isetac_e --> isetac_p,,,,
GUR1PPpp,0.0,glcur1p_p + h2o_p --> glcur_p + pi_p,,,,
UDPGtex,0.0,udpg_e --> udpg_p,,,,
ACGAL1PPpp,0.0,acgal1p_p + h2o_p --> acgal_p + pi_p,,,,
UDPGALtex,0.0,udpgal_e --> udpgal_p,,,,
ACGAM1Ptex,0.0,acgam1p_e --> acgam1p_p,,,,
UACGAMtex,0.0,uacgam_e --> uacgam_p,,,,
UDPACGALtex,0.0,udpacgal_e --> udpacgal_p,,,,
AM4PCP,0.0,anhm4p_c + h2o_c --> ala__D_c + anhm3p_c,,,,
AM3PA,0.0,anhm3p_c + h2o_c --> LalaDgluMdap_c + anhm_c,,,,
UM4PCP,0.0,h2o_c + um4p_c --> ala__D_c + ugmd_c,,,,
CBLAT,0.0,atp_c + cbl1_c + h_c --> adocbl_c + pppi_c,221.3679996,21.9989,10.062684934246713,
MSO3abcpp,0.0,atp_c + h2o_c + mso3_p --> adp_c + h_c + mso3_c + pi_c,,,,
MSO3tex,0.0,mso3_e --> mso3_p,,,,
FECRMR1,0.0,fadh2_c + 2.0 fecrm_c --> fad_c + 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c,,,,
FECRMR2,0.0,2.0 fecrm_c + fmnh2_c --> 2.0 fe2_c + 2.0 fecrm_un_c + fmn_c + 2.0 h_c,,,,
TDP,0.0,h2o_c + thmpp_c --> h_c + pi_c + thmmp_c,2040.6315780000002,17.4329,117.05634621893087,
3PEPTabcpp,0.0,LalaDgluMdap_p + atp_c + h2o_c --> LalaDgluMdap_c + adp_c + h_c + pi_c,,,,
4PEPTabcpp,0.0,LalaDgluMdapDala_p + atp_c + h2o_c --> LalaDgluMdapDala_c + adp_c + h_c + pi_c,,,,
AGM3Pt2pp,0.0,anhgm3p_p + h_p --> anhgm3p_c + h_c,,,,
AGM4Pt2pp,0.0,anhgm4p_p + h_p --> anhgm4p_c + h_c,,,,
AGMt2pp,0.0,anhgm_p + h_p --> anhgm_c + h_c,,,,
FECRMexs,0.0,fe3_e + fecrm_un_e --> fecrm_e,,,,
ARBTNR1,0.0,2.0 arbtn_fe3_c + fadh2_c --> 2.0 arbtn_c + fad_c + 2.0 fe2_c + 2.0 h_c,,,,
ARBTNR2,0.0,2.0 arbtn_fe3_c + fmnh2_c --> 2.0 arbtn_c + 2.0 fe2_c + fmn_c + 2.0 h_c,,,,
ARBTNR3,0.0,2.0 arbtn_fe3_c + rbflvrd_c --> 2.0 arbtn_c + 2.0 fe2_c + 2.0 h_c + ribflv_c,,,,
ARBTNexs,0.0,arbtn_e + fe3_e --> arbtn_fe3_e,,,,
FEOXAMexs,0.0,fe3_e + feoxam_un_e --> feoxam_e,,,,
FEOXAMR1,0.0,fadh2_c + 2.0 feoxam_c --> fad_c + 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c,,,,
FEOXAMR2,0.0,2.0 feoxam_c + fmnh2_c --> 2.0 fe2_c + 2.0 feoxam_un_c + fmn_c + 2.0 h_c,,,,
FEOXAMR3,0.0,2.0 feoxam_c + rbflvrd_c --> 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c + ribflv_c,,,,
PTHRpp,0.0,h2o_p + thrp_p --> pi_p + thr__L_p,,,,
ARABDI,0.0,arab__D_c --> rbl__D_c,379.8,389.86,0.9741958651823732,
AGt3,0.0,ag_c + h_e --> ag_e + h_c,,,,
CD2t3pp,0.0,cd2_c + h_p --> cd2_p + h_c,,,,
ZNabcpp,0.0,atp_c + h2o_c + zn2_p --> adp_c + h_c + pi_c + zn2_c,1080000.0,178.747,6042.059447151562,
SKMt2pp,0.0,h_p + skm_p --> h_c + skm_c,,,,
FE2t2pp,0.0,fe2_p + h_p --> fe2_c + h_c,,,,
R5PPpp,0.0,h2o_p + r5p_p --> pi_p + rib__D_p,,,,
PSP_Lpp,0.0,h2o_p + pser__L_p --> pi_p + ser__L_p,600507.702,98.8772,6073.267669391934,
TYRPpp,0.0,h2o_p + tyrp_p --> pi_p + tyr__L_p,,,,
GLYC2Ptex,0.0,glyc2p_e --> glyc2p_p,,,,
PSERtex,0.0,pser__L_e --> pser__L_p,,,,
R5Ptex,0.0,r5p_e --> r5p_p,,,,
THRPtex,0.0,thrp_e --> thrp_p,,,,
TYRPtex,0.0,tyrp_e --> tyrp_p,,,,
PAPSR2,0.18513254187203107,grxrd_c + paps_c --> grxox_c + 2.0 h_c + pap_c + so3_c,12600.0,65.0891,193.58079924288398,BRENDA
GRXR,0.18513254187203107,grxox_c + 2.0 gthrd_c --> grxrd_c + gthox_c,175018.5,9.1375,19153.87140902873,
RNDR1b,0.0,adp_c + grxrd_c --> dadp_c + grxox_c + h2o_c,,,,
RNDR2b,0.0,gdp_c + grxrd_c --> dgdp_c + grxox_c + h2o_c,,,,
FACOAE181,0.0,h2o_c + odecoa_c --> coa_c + h_c + ocdcea_c,,,,
FACOAE160,0.0,h2o_c + pmtcoa_c --> coa_c + h_c + hdca_c,39036.40614,127.8653,305.29319635585256,
FACOAE140,0.0,h2o_c + tdcoa_c --> coa_c + h_c + ttdca_c,39036.40614,127.8653,305.29319635585256,
CPGNR1,0.0,2.0 cpgn_c + fadh2_c --> 2.0 cpgn_un_c + fad_c + 2.0 fe2_c + 2.0 h_c,,,,
CPGNR2,0.0,2.0 cpgn_c + fmnh2_c --> 2.0 cpgn_un_c + 2.0 fe2_c + fmn_c + 2.0 h_c,,,,
CPGNR3,0.0,2.0 cpgn_c + rbflvrd_c --> 2.0 cpgn_un_c + 2.0 fe2_c + 2.0 h_c + ribflv_c,,,,
CPGNUtpp,0.0,cpgn_un_c + h_p --> cpgn_un_p + h_c,,,,
CPGNUtex,0.0,cpgn_un_p + h_p --> cpgn_un_e + h_c,,,,
AAMYL,0.0,14glucan_c --> malthx_c,,,,
AAMYLpp,0.0,14glucan_p --> malthx_p,,,,
FACOAL80t2pp,0.0,atp_c + coa_c + h_p + octa_p --> amp_c + h_c + occoa_c + ppi_c,,,,
PPGPPDP,0.0,h2o_c + ppgpp_c --> gdp_c + ppi_c,9488.999999,79.3424,119.5955756190889,
CPGNabcpp,0.0,atp_c + cpgn_p + h2o_c --> adp_c + cpgn_c + h_c + pi_c,,,,
CPGNexs,0.0,cpgn_un_e + fe3_e --> cpgn_e,,,,
CITtex,0.0,cit_e --> cit_p,,,,
ACGAtex,0.0,acgam_e --> acgam_p,,,,
DDCAtexi,0.0,ddca_e --> ddca_p,,,,
TTDCAtexi,0.0,ttdca_e --> ttdca_p,,,,
HDCAtexi,0.0,hdca_e --> hdca_p,,,,
GUACYC,0.0,gtp_c --> 35cgmp_c + ppi_c,,,,
23PDE2pp,0.0,23cump_p + h2o_p --> 3ump_p + h_p,36432.0,70.8322,514.3423471246128,
23PDE4pp,0.0,23ccmp_p + h2o_p --> 3cmp_p + h_p,36432.0,70.8322,514.3423471246128,
23PDE9pp,0.0,23cgmp_p + h2o_p --> 3gmp_p + h_p,36432.0,70.8322,514.3423471246128,
ATPHs,0.0,atp_c + h2o_c + h_c --> itp_c + nh4_c,,,,
SARCOX,0.0,h2o_c + o2_c + sarcs_c --> fald_c + gly_c + h2o2_c,72104.4,40.902,1762.8575619774094,
GTPHs,0.0,gtp_c + h2o_c + h_c --> nh4_c + xtp_c,,,,
MN6PP,0.0,h2o_c + man6p_c --> man_c + pi_c,,,,
3KGK,0.0,3dhguln_c + atp_c --> 3dhgulnp_c + adp_c + h_c,,,,
EX_cd2_e,-0.0,cd2_e --> ,,,,
F6PP,0.0,f6p_c + h2o_c --> fru_c + pi_c,,,,
GDPMNH,0.0,gdpmann_c + h2o_c --> gdp_c + h_c + man_c,,,,
FACOAL60t2pp,0.0,atp_c + coa_c + h_p + hxa_p --> amp_c + h_c + hxcoa_c + ppi_c,,,,
IDONt2rpp,0.0,h_p + idon__L_p --> h_c + idon__L_c,,,,
ILEabcpp,0.0,atp_c + h2o_c + ile__L_p --> adp_c + h_c + ile__L_c + pi_c,,,,
INDOLEt2pp,0.0,h_c + indole_c --> h_p + indole_p,,,,
INSt2pp,0.0,h_p + ins_p --> h_c + ins_c,,,,
LYXt2pp,0.0,h_p + lyx__L_p --> h_c + lyx__L_c,,,,
GDPDPK,0.0,atp_c + gdp_c --> amp_c + h_c + ppgpp_c,54438.00001,79.3424,686.1148643096252,
OCDCAtexi,0.0,ocdca_e --> ocdca_p,,,,
OCDCEAtexi,0.0,ocdcea_e --> ocdcea_p,,,,
G6Ptex,0.0,g6p_e --> g6p_p,,,,
TUNGSabcpp,0.0,atp_c + h2o_c + tungs_p --> adp_c + h_c + pi_c + tungs_c,,,,
MOBDabcpp,5.236452724255569e-06,atp_c + h2o_c + mobd_p --> adp_c + h_c + mobd_c + pi_c,,,,
MOBDtex,5.236452724255569e-06,mobd_e --> mobd_p,,,,
NI2uabcpp,0.0,atp_c + h2o_c + ni2_p --> adp_c + h_c + ni2_c + pi_c,,,,
NI2tex,0.00024162488999064982,ni2_e --> ni2_p,,,,
R1PK,0.8796485031427739,atp_c + r1p_c --> adp_c + h_c + r15bp_c,,,,
R15BPK,0.8796485031427739,atp_c + r15bp_c --> adp_c + prpp_c,,,,
Kabcpp,0.0,atp_c + h2o_c + k_p --> adp_c + h_c + k_c + pi_c,,,,
LEUabcpp,0.0,atp_c + h2o_c + leu__L_p --> adp_c + h_c + leu__L_c + pi_c,,,,
L_LACt2rpp,0.0,h_p + lac__L_p --> h_c + lac__L_c,,,,
MALt2_2pp,0.0,2.0 h_p + mal__L_p --> 2.0 h_c + mal__L_c,,,,
MALt2_3pp,0.0,3.0 h_p + mal__L_p --> 3.0 h_c + mal__L_c,,,,
MALTabcpp,0.0,atp_c + h2o_c + malt_p --> adp_c + h_c + malt_c + pi_c,11160.0,214.6074,52.00193469563491,
MALTHXabcpp,0.0,atp_c + h2o_c + malthx_p --> adp_c + h_c + malthx_c + pi_c,,,,
MALTPTabcpp,0.0,atp_c + h2o_c + maltpt_p --> adp_c + h_c + maltpt_c + pi_c,,,,
MALTTRabcpp,0.0,atp_c + h2o_c + malttr_p --> adp_c + h_c + malttr_c + pi_c,,,,
MALTTTRabcpp,0.0,atp_c + h2o_c + maltttr_p --> adp_c + h_c + maltttr_c + pi_c,,,,
MAN6Pt6_2pp,0.0,man6p_p + 2.0 pi_c --> man6p_c + 2.0 pi_p,,,,
MANGLYCptspp,0.0,manglyc_p + pep_c --> man6pglyc_c + pyr_c,,,,
MELIBt2pp,0.0,h_p + melib_p --> h_c + melib_c,,,,
METabcpp,0.0,atp_c + h2o_c + met__L_p --> adp_c + h_c + met__L_c + pi_c,,,,
