,smoment_no_adj_kcat,smoment_adj_kcat,kcat_in_vitro,kapp,kcat_GO
EX_taur_e,,,,,
EX_tartr__L_e,,,,,
EX_tartr__D_e,,,,,
EX_sulfac_e,,,,,
EX_sucr_e,,,,,
SUCCt1pp,,,,,14.57925783
TARTRt7pp_reverse,,,,,14.57925783
SUCTARTtpp_reverse,,,,,14.57925783
EX_succ_e,,,,,
SUCCt1pp_reverse,,,,,14.57925783
TARTRt7pp,,,,,14.57925783
SUCTARTtpp,,,,,14.57925783
SQtex_reverse,,,,,14.57925783
SQtr,,,,,14.57925783
SQtex,,,,,14.57925783
EX_sq_e,,,,,
EX_spmd_e,,,,,
EX_so4_e,,,,,
EX_so3_e,,,,,
SO2tpp,,,,,
EX_so2_e,,,,,
SO2tpp_reverse,,,,,
EX_slnt_e,,,,,
EX_skm_e,,,,,
EX_ser__L_e,,,,,
SERtpp,,,,,14.57925783
EX_ser__D_e,,,,,
EX_sel_e,,,,,
EX_sbt__D_e,,,,,
EX_rmn_e,,,,,
EX_rib__D_e,,,,,
RFAMPtex_reverse,,,,,
RFAMPtex,,,,,
EX_rfamp_e,,,,,
EX_r5p_e,,,,,
QUIN2tpp,,,,,
EX_quin_e,,,,,
QUIN2tpp_reverse,,,,,
EX_pyr_e,,,,,
PYDXNtpp,,,,,
EX_pydxn_e,,,,,
PYDXtpp,,,,,
EX_pydx_e,,,,,
PYDAMtpp,,,,,
EX_pydam_e,,,,,
PUACGAMtr,,,,,0.195
EX_ptrc_e,,,,,
PSURItex_reverse,,,,,7.105
PSURItpp,,,,,14.57925783
PSURItex,,,,,7.105
EX_pser__L_e,,,,,
EX_psclys_e,,,,,
EX_progly_e,,,,,
EX_pro__L_e,,,,,
EX_ppt_e,,,,,
EX_pppn_e,,,,,
PPALtpp_reverse,,,,,
EX_ppal_e,,,,,
PPALtpp,,,,,
EX_ppa_e,,,,,
EX_pnto__R_e,,,,,
EX_pi_e,,,,,
PItpp,,,,,14.57925783
PHEMEtiex,,,,,
EX_pheme_e,,,,,
EX_phe__L_e,,,,,
PHEtipp,,,,,14.57925783
SUCptspp,,,,,14
SBTptspp,,,,,9.26
EX_peamn_e,,,,,
EX_pacald_e,,,,,
EX_orot_e,,,,,
PTRCORNt7pp_reverse,,,,,14.57925783
EX_orn_e,,,,,
PTRCORNt7pp,,,,,14.57925783
EX_octa_e,,,,,
OCDCEAtexi,,,,,14.57925783
EX_ocdcea_e,,,,,
OCDCAtexi,,,,,14.57925783
EX_ocdca_e,,,,,
EX_o2s_e,,,,,
O2tpp,,,,,
EX_o2_e,,,,,
O2tpp_reverse,,,,,
NOVBCNtex_reverse,,,,,
NOVBCNtex,,,,,
EX_novbcn_e,,,,,
EX_no3_e,,,,,
EX_no2_e,,,,,
NO3t7pp,,,,,14.57925783
NOtpp,,,,,
EX_no_e,,,,,
NOtpp_reverse,,,,,
NMNPtpp,,,,,14.57925783
EX_nmn_e,,,,,
NI2tpp,,,,,14.57925783
EX_ni2_e,,,,,
NH4tpp,,,,,
EX_nh4_e,,,,,
NH4tpp_reverse,,,,,
NACtpp,,,,,
EX_nac_e,,,,,
THRt4pp,,,,,14.57925783
SERt4pp,,,,,14.57925783
PROt4pp,,,,,14.57925783
PPAt4pp,,,,,14.57925783
PNTOt4pp,,,,,22.8
EX_na1_e,,,,,
N2Otpp,,,,,
EX_n2o_e,,,,,
N2Otpp_reverse,,,,,
AI2tex_reverse,,,,,7.105
AI2tex,,,,,7.105
EX_mththf_e,,,,,
AI2tpp,,,,,14.57925783
EX_mso3_e,,,,,
EX_mobd_e,,,,,
MNLptspp,,,,,9.26
EX_mnl_e,,,,,
MN2tpp,,,,,300
EX_mn2_e,,,,,
MN2tipp,,,,,14.57925783
EX_mmet_e,,,,,
MINOHPtexi,,,,,
EX_minohp_e,,,,,
EX_mincyc_e,,,,,
MG2tpp,,,,,14.57925783
EX_mg2_e,,,,,
EX_metsox_S__L_e,,,,,
EX_metsox_R__L_e,,,,,
METGLCURtex_reverse,,,,,7.105
METGLCURtex,,,,,7.105
EX_metglcur_e,,,,,
EX_met__L_e,,,,,
EX_met__D_e,,,,,
MEPNtex_reverse,,,,,7.105
MEPNtex,,,,,7.105
EX_mepn_e,,,,,
MEOHtrpp,,,,,
EX_meoh_e,,,,,
MEOHtrpp_reverse,,,,,
EX_melib_e,,,,,
MANGLYCptspp,,,,,14
EX_manglyc_e,,,,,
MAN6Pt6_2pp,,,,,14.57925783
EX_man6p_e,,,,,
EX_man_e,,,,,
EX_maltttr_e,,,,,
EX_malttr_e,,,,,
EX_maltpt_e,,,,,
EX_malthx_e,,,,,
MALTptspp,,,,,14
EX_malt_e,,,,,
SUCMALtpp,,,,,14.57925783
EX_mal__L_e,,,,,
SUCMALtpp_reverse,,,,,14.57925783
EX_mal__D_e,,,,,
EX_lyx__L_e,,,,,
EX_lys__L_e,,,,,
EX_lipoate_e,,,,,
EX_leu__L_e,,,,,
EX_lcts_e,,,,,
LALALGLUtpp,,,,,14.57925783
EX_LalaLglu_e,,,,,
EX_LalaDgluMdapDala_e,,,,,
EX_LalaDgluMdap_e,,,,,
LALADGLUtpp,,,,,14.57925783
EX_LalaDglu_e,,,,,
EX_lac__L_e,,,,,
EX_lac__D_e,,,,,
EX_k_e,,,,,
EX_isetac_e,,,,,
INStex_reverse,,,,,14.57925783
INStex,,,,,14.57925783
EX_ins_e,,,,,
INOSTt4pp,,,,,14.57925783
EX_inost_e,,,,,
EX_indole_e,,,,,
EX_imp_e,,,,,
EX_ile__L_e,,,,,
EX_idon__L_e,,,,,
HYXNtpp,,,,,14.57925783
EX_hxan_e,,,,,
HYXNtpp_reverse,,,,,14.57925783
EX_hxa_e,,,,,
EX_hom__L_e,,,,,
EX_his__L_e,,,,,
EX_hg2_e,,,,,
HDCEAtexi,,,,,14.57925783
EX_hdcea_e,,,,,
HDCAtexi,,,,,14.57925783
EX_hdca_e,,,,,
EX_halipa_e,,,,,
EX_hacolipa_e,,,,,
EX_h2s_e,,,,,
H2St1pp,,,,,
EX_h2o2_e,,,,,
H2Otpp,,,,,
EX_h2o_e,,,,,
H2Otpp_reverse,,,,,
H2tpp,,,,,
EX_h2_e,,,,,
H2tpp_reverse,,,,,
ZN2t3pp,,,,,14.57925783
XYLUt2pp,,,,,0.255
XYLt2pp,,,,,14.57925783
XTSNt2rpp,,,,,14.57925783
XANt2pp,,,,,14.57925783
VALt2rpp,,,,,14.57925783
VALt3pp,,,,,14.57925783
URIt2pp_copy1,,,,,14.57925783
URIt2pp_copy2,,,,,14.57925783
URATEtpp,,,,,14.57925783
URAt2pp,,,,,14.57925783
TYRt2rpp,,,,,14.57925783
TTRCYCtpp,,,,,4.565
TRPt2rpp,,,,,6.765
THMDt2pp_copy1,,,,,14.57925783
THMDt2pp_copy2,,,,,14.57925783
THYMt3pp,,,,,
THRt2rpp,,,,,14.57925783
THRt2pp,,,,,14.57925783
SPMDt3pp,,,,,14.57925783
SO4t2pp,,,,,14.57925783
SKMt2pp,,,,,14.57925783
SERt2rpp,,,,,14.57925783
DSERt2pp,,,,,14.57925783
RMNtpp,,,,,14.57925783
RFAMPtpp,,,,,4.565
PYRt2rpp,,,,,
PTRCt2pp,,,,,14.57925783
PSCLYSt2pp,,,,,14.57925783
PROt2rpp,,,,,14.57925783
PPPNt2rpp,,,,,14.57925783
PIt2rpp,,,,,14.57925783
PHEt2rpp,,,,,14.57925783
PACALDt2rpp,,,,,
NOVBCNtpp,,,,,4.565
NO2t2rpp,,,,,14.57925783
NI2t3pp,,,,,14.57925783
NAt3pp,,,,,4.565
MNt2pp,,,,,167.9
MN2t3pp,,,,,14.57925783
MMETt2pp,,,,,14.57925783
MINCYCtpp,,,,,4.565
METGLCURt2pp,,,,,24
METt3pp,,,,,14.57925783
MELIBt2pp,,,,,14.57925783
MELIBt3ipp,,,,,0.255
MALt3pp,,,,,
LYXt2pp,,,,,14.57925783
LYSt2pp,,,,,14.57925783
LYSt3pp,,,,,14.57925783
LIPOt2pp,,,,,
LEUt2rpp,,,,,14.57925783
LEUt3pp,,,,,14.57925783
LCTStpp,,,,,14.57925783
LCTSt3ipp,,,,,0.255
L_LACt2rpp,,,,,14.57925783
D_LACt2pp,,,,,14.57925783
Kt2pp,,,,,0.024
Kt3pp,,,,,4.565
INSt2pp,,,,,14.57925783
INSt3pp,,,,,14.57925783
INDOLEt2rpp,,,,,6.765
ILEt2rpp,,,,,14.57925783
ILEt3pp,,,,,14.57925783
HEXt2rpp,,,,,14.57925783
HOMt2pp,,,,,14.57925783
HISt2rpp,,,,,14.57925783
HG2t3pp,,,,,14.57925783
EX_h_e,,,,,
LIPAHTex,,,,,14.57925783
XTSNt2rpp_reverse,,,,,14.57925783
URIt2pp_copy2_reverse,,,,,14.57925783
TYRt2rpp_reverse,,,,,14.57925783
TRPt2rpp_reverse,,,,,6.765
THMDt2pp_copy2_reverse,,,,,14.57925783
PYRt2rpp_reverse,,,,,
PROt2rpp_reverse,,,,,14.57925783
PPPNt2rpp_reverse,,,,,14.57925783
PHEt2rpp_reverse,,,,,14.57925783
PACALDt2rpp_reverse,,,,,
NO2t2rpp_reverse,,,,,14.57925783
L_LACt2rpp_reverse,,,,,14.57925783
D_LACt2pp_reverse,,,,,14.57925783
INDOLEt2pp,,,,,4.565
HEXt2rpp_reverse,,,,,14.57925783
HISt2rpp_reverse,,,,,14.57925783
GUAtex_reverse,,,,,14.57925783
GUAtpp,,,,,14.57925783
GUAt2pp,,,,,14.57925783
GUAtex,,,,,14.57925783
EX_gua_e,,,,,
GUAtpp_reverse,,,,,14.57925783
EX_gtp_e,,,,,
EX_gthrd_e,,,,,
EX_gthox_e,,,,,
GSNt2pp,,,,,14.57925783
EX_gsn_e,,,,,
GSNt3pp,,,,,14.57925783
EX_gmp_e,,,,,
GLYCLTt4pp,,,,,14.57925783
GLYCLTt2rpp,,,,,14.57925783
EX_glyclt_e,,,,,
GLYCLTt2rpp_reverse,,,,,14.57925783
GLYC3Pt6pp,,,,,14.57925783
EX_glyc3p_e,,,,,
EX_glyc2p_e,,,,,
GLYCtpp_reverse,,,,,
EX_glyc_e,,,,,
GLYCtpp,,,,,
GLYCAt2rpp,,,,,30
EX_glyc__R_e,,,,,
GLYCAt2rpp_reverse,,,,,30
GLYBt2pp,,,,,14.57925783
EX_glyb_e,,,,,
GLYBt3pp,,,,,30
GLYALDtpp,,,,,14.57925783
EX_glyald_e,,,,,
GLYALDtpp_reverse,,,,,14.57925783
GLYtpp_reverse,,,,,14.57925783
GLYt4pp,,,,,14.57925783
GLYt2pp,,,,,14.57925783
EX_gly_e,,,,,
GLYtpp,,,,,14.57925783
GLUt4pp,,,,,14.57925783
GLUt2rpp,,,,,14.57925783
EX_glu__L_e,,,,,
GLUt2rpp_reverse,,,,,14.57925783
EX_gln__L_e,,,,,
EX_glcur1p_e,,,,,
GLCURt2rpp,,,,,14.57925783
EX_glcur_e,,,,,
GLCURt2rpp_reverse,,,,,14.57925783
GLCRt2rpp,,,,,30
EX_glcr_e,,,,,
GLCRt2rpp_reverse,,,,,30
GLCNt2rpp,,,,,14.57925783
EX_glcn_e,,,,,
GLCNt2rpp_reverse,,,,,14.57925783
GLCtex_copy2_reverse,,,,,7.105
GLCt2pp,,,,,14.57925783
GLCtex_copy1,,,,,14.57925783
GLCtex_copy2,,,,,7.105
EX_glc__D_e,,,,,
EX_gdp_e,,,,,
EX_gbbtn_e,,,,,
GAM6Pt6_2pp,,,,,14.57925783
EX_gam6p_e,,,,,
EX_gam_e,,,,,
GALURt2rpp,,,,,14.57925783
EX_galur_e,,,,,
GALURt2rpp_reverse,,,,,14.57925783
GALTptspp,,,,,14
EX_galt_e,,,,,
GALCTNLt2pp,,,,,30
EX_galctn__L_e,,,,,
GALCTNt2pp,,,,,30
EX_galctn__D_e,,,,,
GALCTt2rpp,,,,,30
EX_galct__D_e,,,,,
GALCTt2rpp_reverse,,,,,30
EX_gal1p_e,,,,,
GALt2pp,,,,,14.57925783
EX_gal_e,,,,,
EX_gal_bD_e,,,,,
G6Pt6_2pp,,,,,14.57925783
EX_g6p_e,,,,,
EX_g3ps_e,,,,,
EX_g3pi_e,,,,,
EX_g3pg_e,,,,,
EX_g3pe_e,,,,,
EX_g3pc_e,,,,,
EX_g1p_e,,,,,
FUSAtpp,,,,,4.565
EX_fusa_e,,,,,
FUMt1pp,,,,,14.57925783
SUCFUMtpp,,,,,14.57925783
FUMt2_3pp,,,,,14.57925783
FUMt2_2pp,,,,,14.57925783
EX_fum_e,,,,,
FUMt1pp_reverse,,,,,14.57925783
SUCFUMtpp_reverse,,,,,14.57925783
FUCtpp,,,,,14.57925783
EX_fuc__L_e,,,,,
FUCtpp_reverse,,,,,14.57925783
FRUURt2rpp,,,,,14.57925783
EX_fruur_e,,,,,
FRUURt2rpp_reverse,,,,,14.57925783
FRULYSt2pp,,,,,14.57925783
EX_frulys_e,,,,,
FRUptspp,,,,,14
EX_fru_e,,,,,
FORt2pp,,,,,14.57925783
EX_for_e,,,,,
FORtppi,,,,,14.57925783
FMNtex,,,,,7.105
FMNtex_reverse,,,,,7.105
EX_fmn_e,,,,,
FMNt,,,,,4.565
FEOXAMUtex,,,,,
EX_feoxam_un_e,,,,,
FEOXAMUtpp,,,,,
EX_feoxam_e,,,,,
FEOXAMtonex,,,,,0.005025
EX_feenter_e,,,,,
FEENTERtonex,,,,,0.005025
FECRMUtex,,,,,
EX_fecrm_un_e,,,,,
FECRMUtpp,,,,,
EX_fecrm_e,,,,,
FECRMtonex,,,,,0.005025
FE3HOXUtpp,,,,,
EX_fe3hox_un_e,,,,,
FE3HOXUtex,,,,,
EX_fe3hox_e,,,,,
FE3HOXtonex,,,,,0.005025
EX_fe3dhbzs_e,,,,,
FE3DHBZStonex,,,,,0.005025
EX_fe3dcit_e,,,,,
FE3DCITtonex,,,,,0.005025
EX_fe3_e,,,,,
FE2tpp,,,,,300
FE2t2pp,,,,,167.9
EX_fe2_e,,,,,
FE2t3pp,,,,,14.57925783
FALDtpp,,,,,
EX_fald_e,,,,,
FALDtpp_reverse,,,,,
FADtex,,,,,7.105
FADtex_reverse,,,,,7.105
EX_fad_e,,,,,
FADt,,,,,4.565
F6Pt6_2pp,,,,,14.57925783
EX_f6p_e,,,,,
Ftex,,,,,7.105
Ftex_reverse,,,,,7.105
Ftpp,,,,,0.22
ETOHtrpp,,,,,
EX_etoh_e,,,,,
ETOHtrpp_reverse,,,,,
EX_ethso3_e,,,,,
ETHAt2pp,,,,,
EX_etha_e,,,,,
FEENTERtex,,,,,14.57925783
EX_enter_e,,,,,
FEENTERtpp,,,,,14.57925783
EX_enlipa_e,,,,,
EX_eca4colipa_e,,,,,
DXYLONtex_reverse,,,,,7.105
DXYLONtpp,,,,,
DXYLONtex,,,,,7.105
EX_dxylnt_e,,,,,
DXYLONtpp_reverse,,,,,
DURItex_reverse,,,,,14.57925783
DURIt2pp,,,,,14.57925783
DURItex,,,,,14.57925783
EX_duri_e,,,,,
EX_dump_e,,,,,
EX_dtmp_e,,,,,
TDSR2,,,,,1.25435
TDSR1,,,,,1.25435
DOXRBCNtpp,,,,,4.565
EX_doxrbcn_e,,,,,
EX_dopa_e,,,,,
DMSOtpp,,,,,
EX_dmso_e,,,,,
DMSOtpp_reverse,,,,,
EX_dms_e,,,,,
DINSt2pp,,,,,14.57925783
EX_din_e,,,,,
EX_dimp_e,,,,,
DHPStex_reverse,,,,,14.57925783
DHPStex,,,,,14.57925783
EX_dhps_e,,,,,
DHPStr,,,,,24
DHAtpp,,,,,
EX_dha_e,,,,,
DHAtpp_reverse,,,,,
DGSNt2pp,,,,,14.57925783
EX_dgsn_e,,,,,
EX_dgmp_e,,,,,
DDCAtexi,,,,,14.57925783
EX_ddca_e,,,,,
DCYTtex_reverse,,,,,14.57925783
DCYTt2pp,,,,,14.57925783
DCYTtex,,,,,14.57925783
EX_dcyt_e,,,,,
EX_dcmp_e,,,,,
EX_dca_e,,,,,
EX_damp_e,,,,,
DADNtex_reverse,,,,,14.57925783
DADNt2pp,,,,,14.57925783
DADNtex,,,,,14.57925783
EX_dad_2_e,,,,,
CYTDt2pp_copy1,,,,,14.57925783
CYTDt2pp_copy2,,,,,14.57925783
EX_cytd_e,,,,,
CYTDt2pp_copy2_reverse,,,,,14.57925783
CYSItex_reverse,,,,,7.105
CYSItex,,,,,7.105
CYSItpp,,,,,30
EX_cys__L_e,,,,,
CYStpp,,,,,14.57925783
EX_cys__D_e,,,,,
CYNTt2pp,,,,,30
EX_cynt_e,,,,,
EX_cyan_e,,,,,
CU2tpp,,,,,300
EX_cu2_e,,,,,
EX_cu_e,,,,,
CUt2pp,,,,,14.57925783
CUt3,,,,,14.57925783
CTBTt2rpp,,,,,14.57925783
CTBTt2rpp_reverse,,,,,14.57925783
CSNt2pp,,,,,14.57925783
EX_csn_e,,,,,
CS1tex_reverse,,,,,7.105
CS1tex,,,,,7.105
EX_cs1_e,,,,,
CRNt2rpp,,,,,14.57925783
CRNt7pp,,,,,14.57925783
EX_crn_e,,,,,
CRNt2rpp_reverse,,,,,14.57925783
CRNDt2rpp,,,,,14.57925783
EX_crn__D_e,,,,,
CRNDt2rpp_reverse,,,,,14.57925783
CRNt8pp,,,,,14.57925783
CPGNUtex,,,,,
EX_cpgn_un_e,,,,,
CPGNUtpp,,,,,
EX_cpgn_e,,,,,
CPGNtonex,,,,,0.005025
LIPAHT2ex,,,,,14.57925783
COBALT2tpp,,,,,14.57925783
EX_cobalt2_e,,,,,
COBALT2t3pp,,,,,14.57925783
CO2tpp,,,,,
EX_co2_e,,,,,
CO2tpp_reverse,,,,,
EX_cmp_e,,,,,
CMtpp,,,,,4.565
EX_cm_e,,,,,
CLtipp,,,,,0.22
EX_cl_e,,,,,
CITt7pp,,,,,24
EX_cit_e,,,,,
CITt3pp,,,,,
CHTBSptspp,,,,,14
EX_chtbs_e,,,,,
CHOLATEtpp,,,,,4.565
CHLt2pp,,,,,24
EX_chol_e,,,,,
CHLt3pp,,,,,30
CH4tex_reverse,,,,,
CH4tex,,,,,
EX_ch4_e,,,,,
CH4t2pp,,,,,
EX_cgly_e,,,,,
CLBtex_reverse,,,,,7.105
CLBtex,,,,,7.105
EX_cellb_e,,,,,
CELBpts,,,,,14
CD2tpp,,,,,300
EX_cd2_e,,,,,
CD2t3pp,,,,,14.57925783
EX_cbl1_e,,,,,
CBL1tonex,,,,,0.005025
EX_cbi_e,,,,,
CBItonex,,,,,0.005025
CAt6pp_reverse,,,,,30
EX_ca2_e,,,,,
CAt6pp,,,,,30
CA2t3pp,,,,,14.57925783
EX_butso3_e,,,,,
BUTt2rpp,,,,,14.57925783
EX_but_e,,,,,
BUTt2rpp_reverse,,,,,14.57925783
BTNt2ipp,,,,,
EX_btn_e,,,,,
XYLabcpp,,,,,24
VALabcpp,,,,,0.024
THRabcpp,,,,,0.024
THMabcpp,,,,,24
SULFACabcpp,,,,,0.024
SLNTabcpp,,,,,14.57925783
SELabcpp,,,,,14.57925783
PROGLYabcpp,,,,,0.024
PROabcpp,,,,,0.024
PGP181abcpp,,,,,14.57925783
PGP180abcpp,,,,,14.57925783
PGP161abcpp,,,,,14.57925783
PGP160abcpp,,,,,14.57925783
PGP141abcpp,,,,,14.57925783
PGP140abcpp,,,,,14.57925783
PGP120abcpp,,,,,14.57925783
PG181abcpp,,,,,14.57925783
PG180abcpp,,,,,14.57925783
PG161abcpp,,,,,14.57925783
PG160abcpp,,,,,14.57925783
PG141abcpp,,,,,14.57925783
PG140abcpp,,,,,14.57925783
PG120abcpp,,,,,14.57925783
PE181abcpp,,,,,14.57925783
PE180abcpp,,,,,14.57925783
PE161abcpp,,,,,14.57925783
PE160abcpp,,,,,14.57925783
PE141abcpp,,,,,14.57925783
PE140abcpp,,,,,14.57925783
PE120abcpp,,,,,14.57925783
PA181abcpp,,,,,14.57925783
PA180abcpp,,,,,14.57925783
PA161abcpp,,,,,14.57925783
PA160abcpp,,,,,14.57925783
PA141abcpp,,,,,14.57925783
PA140abcpp,,,,,14.57925783
PA120abcpp,,,,,14.57925783
O16A4COLIPAabctex,,,,,14.57925783
AI2abcpp,,,,,3.28
MSO3abcpp,,,,,0.024
METSOX1abcpp,,,,,
METSOX2abcpp,,,,,
METabcpp,,,,,0.024
METDabcpp,,,,,0.024
MEPNabcpp,,,,,14.57925783
MALTPTabcpp,,,,,24
MALTHXabcpp,,,,,24
LIPAabctex,,,,,14.57925783
CLIPAabctex,,,,,14.57925783
LEUabcpp,,,,,0.024
K2L4Aabctex,,,,,14.57925783
K2L4Aabcpp,,,,,14.57925783
ISETACabcpp,,,,,0.024
ILEabcpp,,,,,0.024
HG2abcpp,,,,,0.024
GTHRDabcpp,,,,,14.57925783
GTHRDabc2pp,,,,,0.024
GLYC2Pabcpp,,,,,24
GLYBabcpp,,,,,0.024
G3PSabcpp,,,,,24
G3PIabcpp,,,,,24
G3PGabcpp,,,,,24
G3PEabcpp,,,,,24
G3PCabcpp,,,,,24
FEOXAMabcpp,,,,,24
FE3HOXabcpp,,,,,24
DHBSZ3FEabcpp,,,,,0.024
FE3DCITabcpp,,,,,0.024
FE2abcpp,,,,,14.57925783
ETHSO3abcpp,,,,,0.024
ENLIPAabctex,,,,,14.57925783
ECA4COLIPAabctex,,,,,14.57925783
CYSDabcpp,,,,,
CTBTabcpp,,,,,0.024
CRNabcpp,,,,,0.024
CRNDabcpp,,,,,0.024
CPGNabcpp,,,,,24
COLIPAPabctex,,,,,14.57925783
COLIPAabctex,,,,,14.57925783
COBALT2abcpp,,,,,0.024
CHLabcpp,,,,,0.024
CGLYabcpp,,,,,0.024
BUTSO3abcpp,,,,,0.024
ASPtpp,,,,,14.57925783
SUCASPtpp,,,,,14.57925783
ASPt2pp,,,,,14.57925783
ASPt2_3pp,,,,,14.57925783
ASPt2_2pp,,,,,14.57925783
EX_asp__L_e,,,,,
ASPtpp_reverse,,,,,14.57925783
SUCASPtpp_reverse,,,,,14.57925783
EX_aso3_e,,,,,
ASNt2rpp,,,,,14.57925783
EX_asn__L_e,,,,,
ASNt2rpp_reverse,,,,,14.57925783
ASCBptspp,,,,,14
EX_ascb__L_e,,,,,
ARGORNt7pp,,,,,14.57925783
EX_arg__L_e,,,,,
ARGORNt7pp_reverse,,,,,14.57925783
ARGt3pp,,,,,14.57925783
ARBTNtex,,,,,
ARBTNabcpp,,,,,24
EX_arbtn_fe3_e,,,,,
ARBTNtonex,,,,,
EX_arbtn_e,,,,,
ARBTNtpp,,,,,
ARBTptspp,,,,,14
EX_arbt_e,,,,,
ARBt2rpp,,,,,14.57925783
EX_arab__L_e,,,,,
ARBt3ipp,,,,,0.255
ARBt2rpp_reverse,,,,,14.57925783
EX_anhgm_e,,,,,
EX_amp_e,,,,,
ALLTNt2rpp,,,,,14.57925783
EX_alltn_e,,,,,
ALLTNt2rpp_reverse,,,,,14.57925783
ALLabcpp,,,,,14.57925783
EX_all__D_e,,,,,
ALAALAabcpp,,,,,0.024
EX_alaala_e,,,,,
BALAt2pp,,,,,14.57925783
EX_ala_B_e,,,,,
ALAt4pp,,,,,14.57925783
ALAt2pp,,,,,14.57925783
ALAabcpp,,,,,0.024
EX_ala__L_e,,,,,
ALAtpp,,,,,14.57925783
DALAt2pp,,,,,14.57925783
EX_ala__D_e,,,,,
AKGt2rpp,,,,,14.57925783
EX_akg_e,,,,,
AKGt2rpp_reverse,,,,,14.57925783
ARGAGMt7pp_reverse,,,,,14.57925783
EX_agm_e,,,,,
ARGAGMt7pp,,,,,14.57925783
EX_ag_e,,,,,
AGt3,,,,,14.57925783
ADOCBLabcpp,,,,,0.845
EX_adocbl_e,,,,,
ADOCBLtonex,,,,,0.005025
ADNtex_reverse,,,,,14.57925783
ADNt2pp_copy1,,,,,14.57925783
ADNt2pp_copy2,,,,,14.57925783
ADNtex,,,,,14.57925783
EX_adn_e,,,,,
ADNt2pp_copy2_reverse,,,,,14.57925783
ADEt2rpp,,,,,14.57925783
EX_ade_e,,,,,
ADEt2rpp_reverse,,,,,14.57925783
EX_acser_e,,,,,
ACSERtpp,,,,,14.57925783
ACOLIPAabctex,,,,,14.57925783
ACNAMt2pp,,,,,0.255
EX_acnam_e,,,,,
ACMUMptspp,,,,,14
EX_acmum_e,,,,,
EX_acmana_e,,,,,
EX_acgam1p_e,,,,,
ACGAptspp,,,,,14
EX_acgam_e,,,,,
EX_acgal1p_e,,,,,
EX_acgal_e,,,,,
ACALDtpp,,,,,
EX_acald_e,,,,,
ACALDtpp_reverse,,,,,
ACACt2pp,,,,,14.57925783
EX_acac_e,,,,,
ACACt2pp_reverse,,,,,14.57925783
ACt4pp,,,,,14.57925783
ACt2rpp,,,,,14.57925783
EX_ac_e,,,,,
ACt2rpp_reverse,,,,,14.57925783
EX_5mtr_e,,,,,
5MTRtpp,,,,,
5DGLCNt2rpp,,,,,14.57925783
EX_5dglcn_e,,,,,
5DGLCNt2rpp_reverse,,,,,14.57925783
EX_4hoxpacd_e,,,,,
4HBZt3pp,,,,,4.565
4ABZGLUtex_reverse,,,,,7.105
4ABZGLUtr,,,,,14.57925783
4ABZGLUtex,,,,,7.105
EX_4abzglu_e,,,,,
4ABZGLUtr_reverse,,,,,14.57925783
ABUTt2pp,,,,,14.57925783
GLUABUTt7pp_reverse,,,,,14.57925783
EX_4abut_e,,,,,
GLUABUTt7pp,,,,,14.57925783
EX_3ump_e,,,,,
HPPPNt2rpp,,,,,14.57925783
EX_3hpppn_e,,,,,
HPPPNt2rpp_reverse,,,,,14.57925783
EX_3hpp_e,,,,,
3HPPtpp,,,,,
HCINNMt2rpp,,,,,14.57925783
EX_3hcinnm_e,,,,,
HCINNMt2rpp_reverse,,,,,14.57925783
EX_3gmp_e,,,,,
EX_3cmp_e,,,,,
EX_3amp_e,,,,,
EX_34dhpac_e,,,,,
TARTt2_3pp,,,,,14.57925783
SUCCt2_3pp,,,,,14.57925783
MALt2_3pp,,,,,14.57925783
NAt3_1p5pp,,,,,14.57925783
2AGPA140tipp,,,,,14.57925783
2AGPA141tipp,,,,,14.57925783
2AGPA180tipp,,,,,14.57925783
2AGPA181tipp,,,,,14.57925783
2AGPA160tipp,,,,,14.57925783
2AGPA161tipp,,,,,14.57925783
2DGLCtex_reverse,,,,,7.105
2DGLCptspp,,,,,14
2DGLCtex,,,,,7.105
EX_2dglc_e,,,,,
DDGLCNt2rpp,,,,,14.57925783
EX_2ddglcn_e,,,,,
DDGLCNt2rpp_reverse,,,,,14.57925783
2AGPA120tipp,,,,,14.57925783
2AGPG181tipp,,,,,14.57925783
2AGPG180tipp,,,,,14.57925783
2AGPG161tipp,,,,,14.57925783
2AGPG160tipp,,,,,14.57925783
2AGPG141tipp,,,,,14.57925783
2AGPG140tipp,,,,,14.57925783
2AGPG120tipp,,,,,14.57925783
2AGPE181tipp,,,,,14.57925783
2AGPE180tipp,,,,,14.57925783
2AGPE161tipp,,,,,14.57925783
2AGPE160tipp,,,,,14.57925783
2AGPE141tipp,,,,,14.57925783
2AGPE140tipp,,,,,14.57925783
2AGPE120tipp,,,,,14.57925783
DAPabcpp,,,,,
EX_26dap__M_e,,,,,
23DOGULNt4pp,,,,,0.255
23DAPPAt2pp,,,,,
EX_23dappa_e,,,,,
EX_23cump_e,,,,,
EX_23cgmp_e,,,,,
EX_23ccmp_e,,,,,
EX_23camp_e,,,,,
SUCCt2_2pp,,,,,14.57925783
OROTt2_2pp,,,,,14.57925783
NAt3_2pp,,,,,22.8
MG2t3_2pp_reverse,,,,,
MALt2_2pp,,,,,14.57925783
MALDt2_2pp,,,,,14.57925783
MG2t3_2pp,,,,,
CLt3_2pp,,,,,14.57925783
EX_15dap_e,,,,,
CADVtpp,,,,,14.57925783
